URL,url_length,num_digits,num_special_chars,num_subdomains,https
https://webmail-102279.weeblysite.com/,38,6,7,2,1
http://webmail-102279.square.site/,34,6,7,2,0
http://www.5510006.top/,23,7,6,2,0
https://led-ger-logg-in.netlify.app/,36,0,9,2,1
http://methiamasklohgin.webflow.io/,35,0,6,2,0
http://cjt.ios.mybluehost.me/NO/36cd7d4/Sign_in.php,51,4,11,4,0
http://weujaleppouxau-8188.vercel.app/iqd.uzrmb,47,4,8,3,0
http://get-start-trezorsuite.webflow.io/,40,0,8,2,0
http://qnbfnnsbkndogrlm.xyz/,28,0,5,1,0
http://matamasxk-loogiyz.godaddysites.com/,42,0,7,2,0
http://sso-ca-bitbuy---auth---cdn.webflow.io/,45,0,14,2,0
http://www.youremotejobs.com/netflix,36,0,6,2,0
http://tribunpisang5.blogspot.dk/?m=1,37,2,8,2,0
http://tribunpisang5.blogspot.com/?m=1,38,2,8,2,0
http://ayawe21.blogspot.com/?m=1,32,3,8,2,0
http://ayawe21.blogspot.se/?m=1,31,3,8,2,0
http://tribuntrik123.blogspot.com/?m=1,38,4,8,2,0
http://tribuntrik123.blogspot.cl/?m=1,37,4,8,2,0
http://hnhaomo.com/memberservice,32,0,5,1,0
http://trezorqiostarz.webflow.io/,33,0,6,2,0
http://portal--opp-auth--ndax-cdn.webflow.io/,45,0,12,2,0
https://www.youremotejobs.com/tok750,36,3,6,2,1
http://gemieniologini.webflow.io/index.html,43,0,7,3,0
http://gimnelogvn.webflow.io/index.html,39,0,7,3,0
http://guenimiiiyloginnn.webflow.io/index.html,46,0,7,3,0
http://logii-usggemini.webflow.io/index.html,44,0,8,3,0
https://daily-legendary-root.glitch.me/public/MmJbG.htm,55,0,10,3,1
http://web-cqxarjotd-uniswap.vercel.app/,40,0,8,2,0
http://vrushabh0428.github.io/Amazon-Clone,42,4,7,2,0
http://aryanbhardwaj123.github.io/Amazon_Clone,46,3,7,2,0
https://msnras.org/C_H/tmlbank/ec7d32f72/signin.php?session=646230636436,72,17,12,2,1
http://paypalloginin-usa.blogspot.ie/,37,0,7,2,0
http://kmantu763.github.io/Amazon_Clone_Project,47,3,8,2,0
http://paypalloginin-usa.blogspot.md/,37,0,7,2,0
http://uttamkumar25.github.io/web.github.io,43,2,8,4,0
http://case-id-100093717.github.io/,35,9,8,2,0
https://bafkreieti7yk7oz2gq3vobxm7wbe42wtgqtkv6ibai4xjudeaisp6neysa.ipfs.dweb.link/,83,10,7,3,1
http://www.zyumakirinz.akuanakmamah.de/,39,0,7,3,0
http://mlbb-esport-codashop.merchats.com/,41,0,8,2,0
https://cloud1dv.com/k/42afc77d-e76d-4c1b-b327-73d1c9a5b147,59,20,10,1,1
http://www.cloudly.live/files/doc/CdOV/,39,0,9,2,0
http://enforcementalertleadsphere.vercel.app/3a36efff&cf6=5a&1eG=K9dHF3da4b=D400e.html,86,12,12,3,0
http://saleemkhan2003.github.io/Netflix-clone,45,4,7,2,0
http://meata-massk_lugiin.godaddysites.com/,43,0,8,2,0
http://app--ndax-io-auth.webflow.io/,36,0,10,2,0
http://pub-6b957634357a4e1e8585f1a48a0ac6f9.r2.dev/New2.html,60,24,8,3,0
http://dapp-starter-g3by6mqqf-dung-huynh-duc-kakas-projects.vercel.app/,71,2,13,2,0
http://alienoffice.firebaseapp.com/,35,0,6,2,0
http://cesatreupreika-9911.vercel.app/kpdv.kkvt,47,4,8,3,0
http://secure-blokfi---sso-cdn-auths.webflow.io/,48,0,12,2,0
http://gimking_zxliling.godaddysites.com/,41,0,7,2,0
http://reelworld.vercel.app/,28,0,6,2,0
http://shalin1352004.github.io/amazonclone3,43,8,6,2,0
http://tamanna154.github.io/AmazonClone,39,3,6,2,0
http://klaiim-hadia4h-danaaiid.resmiinii2.xyz/,46,2,8,2,0
http://us-b50.pages.dev/,24,2,7,2,0
http://entertainmentesport.merchats.com/,40,0,6,2,0
http://metaa-mask-loghin.godaddysites.com/,42,0,8,2,0
http://chase-bank-gamm.vercel.app/,34,0,8,2,0
https://pub-d21d85e7bded40a58b025a2412bbf04b.r2.dev/index.html,62,19,8,3,1
http://csgvsdffh.weebly.com/,28,0,6,2,0
http://raghavsharma77.github.io/Amazon-interface,48,2,7,2,0
http://gzvsew.pnsiayfas.net/,28,0,6,2,0
http://safwanasafu.github.io/facebook.clone,43,0,7,3,0
http://industrious-reindeer.static.domains/,43,0,7,2,0
http://swiftdecentralizedapp.com/,33,0,5,1,0
http://memetiamaask-llogs.godaddysites.com/,43,0,7,2,0
http://sso-ndax-loogin.webflow.io/,34,0,8,2,0
http://fb-login-clone.vercel.app/,33,0,8,2,0
http://base--ndax-login.webflow.io/,35,0,9,2,0
http://authorize-l0gin0365.com/,31,5,6,1,0
http://securebridge.pages.dev/,30,0,6,2,0
https://wwwfaceboolk.com/,25,0,5,1,1
http://phase-ndaxx-auth.webflow.io/,35,0,8,2,0
http://help-liveledawrllet--webb.webflow.io/,44,0,9,2,0
http://2qatq303.cc/,19,4,5,1,0
http://utsav0446.github.io/assignments,38,4,6,2,0
http://raghu071003.github.io/AmazonClone,40,6,6,2,0
https://bt-104804.weeblysite.com/,33,6,7,2,1
http://fluidcontitech.com/,26,0,5,1,0
http://telstrahyjk.weebly.com/,30,0,6,2,0
http://bt-104600.weeblysite.com/,32,6,7,2,0
http://nohoyafoide-8019.vercel.app/euav.nraf,44,4,8,3,0
http://basvursana2025hemen.vercel.app/,38,4,6,2,0
http://outook.lojaseofertas.com/,32,0,6,2,0
http://accountmanger-free.vercel.app/,37,0,7,2,0
http://acountmanager-authplatform-hell.vercel.app/,50,0,8,2,0
http://0917.jtdn.eu.org/,24,4,7,3,0
https://pubgmobileus3.blogspot.com/,35,1,6,2,1
http://pubgmobileus3.blogspot.mk/,33,1,6,2,0
http://www.h551005.cc/,22,6,6,2,0
http://98c1949aefa2008521894963f3c340ce04c.github.io/,53,25,6,2,0
http://multiplenetwork.pages.dev/,33,0,6,2,0
http://agripro-tracteur-564478.com/,35,6,7,1,0
http://huge-art-colossal.on-fleek.app/,38,0,9,2,0
http://3659tt.net/,18,4,5,1,0
http://netflixgpt-66e93.firebaseapp.com/,40,4,7,2,0
http://netflixgpt-auth-73f67.web.app/,37,4,8,2,0
http://551002n.cc/,18,6,5,1,0
http://1211.541915636.xyz/,26,13,6,2,0
http://shaw-107386.weeblysite.com/,34,6,7,2,0
http://privateadminaccessdashboard-2.vercel.app/managerment/Landingpage/landingpage.html,88,1,10,3,0
http://sg-guruntuker-koin.loginn.top/,37,0,8,2,0
https://1111365wz.cc/wap.html,29,7,6,2,1
